FY,Section,Page,Category,Units,Fixed_Charge,Energy_Charge,Wheeling_Charge,Raw_Row
2023-24,General,169,IEPL,,,655.65,,IEPL | 655.65 | 220.17 | 3.36 | 655.65 | 220.17 | 3.36
2023-24,General,169,KSTPS,,,4975.61,,"KSTPS | 4,975.61 | 1,290.15 | 2.59 | 4,975.61 | 1,290.15 | 2.59"
2023-24,General,169,KSTPS III,,,881.82,,KSTPS III | 881.82 | 268.63 | 3.05 | 881.82 | 268.63 | 3.05
2023-24,General,169,VSTP I,,,3077.73,,"VSTP I | 3,077.73 | 868.72 | 2.82 | 3,077.73 | 868.72 | 2.82"
2023-24,General,169,VSTP II,,,2589.05,,"VSTP II | 2,589.05 | 698.20 | 2.70 | 2,589.05 | 698.20 | 2.70"
2023-24,General,169,VSTP III,,,2063.52,,"VSTP III | 2,063.52 | 473.83 | 2.30 | 2,063.52 | 473.83 | 2.30"
2023-24,General,169,VSTP IV,,,2471.6,,"VSTP IV | 2,471.60 | 802.00 | 3.24 | 2,471.60 | 802.00 | 3.24"
2023-24,General,169,VSTP V,,,1277.41,,"VSTP V | 1,277.41 | 416.33 | 3.26 | 1,277.41 | 416.33 | 3.26"
2023-24,General,169,Kawas,,,1.64,,"Kawas | 1.64 | 184.34 | 1,126.50 | 1.64 | 184.34 | 1,126.50"
2023-24,General,169,Gandhar,,,2.65,,Gandhar | 2.65 | 165.00 | 622.16 | 2.65 | 165.00 | 622.16
2023-24,General,169,KhSTPS-II,,,1084.77,,"KhSTPS-II | 1,084.77 | 543.16 | 5.01 | 1,084.77 | 543.16 | 5.01"
2023-24,General,169,SIPAT TPS 2,,,2107.39,,"SIPAT TPS 2 | 2,107.39 | 649.71 | 3.08 | 2,107.39 | 649.71 | 3.08"
2023-24,General,169,SIPAT TPS 1,,,3932.83,,"SIPAT TPS 1 | 3,932.83 | 1,524.95 | 3.88 | 3,932.83 | 1,524.95 | 3.88"
2023-24,General,169,Mauda I,,,2735.71,,"Mauda I | 2,735.71 | 1,643.23 | 6.01 | 2,735.71 | 1,643.23 | 6.01"
2023-24,General,169,Mauda II,,,3610.24,,"Mauda II | 3,610.24 | 2,355.20 | 6.52 | 3,610.24 | 2,355.20 | 6.52"
2023-24,General,169,NTPC Solapur,,,3824.56,,"NTPC Solapur | 3,824.56 | 2,834.44 | 7.41 | 3,824.56 | 2,834.44 | 7.41"
2023-24,General,169,Lara,,,2084.95,,"Lara | 2,084.95 | 941.31 | 4.51 | 2,084.95 | 941.31 | 4.51"
2023-24,General,169,Gadarwara,,,903.89,,Gadarwara | 903.89 | 603.55 | 6.68 | 903.89 | 603.55 | 6.68
2023-24,General,169,Khargone,,,425.33,,Khargone | 425.33 | 346.46 | 8.15 | 425.33 | 346.46 | 8.15
2023-24,General,169,NTPC NVVN Coal,,,148.87,,NTPC NVVN Coal | 148.87 | 66.24 | 4.45 | 148.87 | 66.24 | 4.45
2023-24,General,169,Inter State (MPEB),,,10.11,,Inter State (MPEB) | 10.11 | 8.80 | 8.70 | 10.11 | 8.80 | 8.70
2023-24,General,169,JSW,,,647.15,,JSW | 647.15 | 464.81 | 7.18 | 647.15 | 464.81 | 7.18
2023-24,General,169,CGPL,,,1481.92,,"CGPL | 1,481.92 | 1,139.04 | 7.69 | 1,481.92 | 1,139.04 | 7.69"
2023-24,General,169,APML 125 MW,,,641.92,,APML 125 MW | 641.92 | 679.21 | 10.58 | 641.92 | 679.21 | 10.58
2023-24,General,169,APML 1320 MW,,,9556.64,,"APML 1320 MW | 9,556.64 | 6,418.85 | 6.72 | 9,556.64 | 6,418.85 | 6.72"
2023-24,General,169,APML 1200 MW,,,9566.85,,"APML 1200 MW | 9,566.85 | 6,714.11 | 7.02 | 9,566.85 | 6,714.11 | 7.02"
2023-24,General,169,APML 440 MW,,,1584.03,,"APML 440 MW | 1,584.03 | 1,758.88 | 11.10 | 1,584.03 | 1,758.88 | 11.10"
2023-24,General,169,EMCO Power,,,1509.04,,"EMCO Power | 1,509.04 | 654.50 | 4.34 | 1,509.04 | 654.50 | 4.34"
2023-24,General,170,RIPL 450 MW,,,3145.36,,"RIPL 450 MW | 3,145.36 | 1,393.69 | 4.43 | 3,145.36 | 1,393.69 | 4.43"
2023-24,General,170,RIPL 750 MW,,,5242.27,,"RIPL 750 MW | 5,242.27 | 2,322.81 | 4.43 | 5,242.27 | 2,322.81 | 4.43"
2023-24,General,170,Sai Wardha,,,1644.51,,"Sai Wardha | 1,644.51 | 745.57 | 4.53 | 1,644.51 | 745.57 | 4.53"
2023-24,General,170,Short Term,,,4073.8,,"Short Term | 4,073.80 | 1,808.52 | 4.44 | 4,073.80 | 1,808.52 | 4.44"
2023-24,General,170,DSM,,1.4,1.4,,"DSM | (1,570.95) | (219.22) | 1.40 | (1,570.95) | (219.22) | 1.40"
2023-24,General,170,Others,,14.88,14.88,,Others | 14.88 | 14.88
2023-24,General,170,PGCIL Charges,,3801.82,3801.82,,"PGCIL Charges | 3,801.82 | 3,801.82"
2023-24,General,170,Total Power purchase,,,155095.74,,"Total Power purchase | 1,55,095.74 | 83,935.75 | 5.41 | 1,55,095.74 | 83,935.75 | 5.41"
2023-24,General,170,MSPGCL,"58,087.51",57146.78,-940.73,29567.31,"MSPGCL | 58,087.51 | 57,146.78 | -940.73 | 29,567.31 | 29,110.14 | 1,052.99 | 5.09 | 5.09 | 0.27"
2023-24,General,170,NTPC,"27,474.68",39003.97,11529.29,11224.71,"NTPC | 27,474.68 | 39,003.97 | 11,529.29 | 11,224.71 | 16,294.57 | 5,069.86 | 4.09 | 4.18 | 0.09"
2023-24,General,170,NPCIL,"4,372.41",5226.91,1006.23,1389.4,"NPCIL | 4,372.41 | 5,226.91 | 1,006.23 | 1,389.40 | 1,969.50 | 646.12 | 3.18 | 3.77 | 0.61"
2023-24,General,170,SSP,"1,213.26",921.69,-291.56,248.75,"SSP | 1,213.26 | 921.69 | -291.56 | 248.75 | 188.95 | -59.80 | 2.05 | 2.05 | 0.00"
2023-24,General,170,Pench,136.89,122.35,-14.54,28.06,Pench | 136.89 | 122.35 | -14.54 | 28.06 | 25.08 | -2.98 | 2.05 | 2.05 | 0.00
2023-24,General,170,Dodson,116.04,23.47,-92.57,27.68,Dodson | 116.04 | 23.47 | -92.57 | 27.68 | 19.01 | -8.67 | 2.39 | 8.10 | 5.71
2023-24,General,170,JSW,,1831.05,1831.05,164.67,"JSW | 1,831.05 | 1,831.05 | 164.67 | 926.00 | 761.33 | 5.06 | 5.06"
2023-24,General,170,CGPL,"1,518.07",4404.53,2886.46,1189.97,"CGPL | 1,518.07 | 4,404.53 | 2,886.46 | 1,189.97 | 2,206.49 | 1,016.52 | 7.84 | 5.01 | -2.83"
2023-24,General,170,Adani Power,"10,750.55",20095.74,9784.09,6811.56,"Adani Power | 10,750.55 | 20,095.74 | 9,784.09 | 6,811.56 | 11,401.89 | 4,590.33 | 6.34 | 5.67 | -0.66"
2023-24,General,170,EMCO Power,"1,373.82",1548.97,175.15,551.03,"EMCO Power | 1,373.82 | 1,548.97 | 175.15 | 551.03 | 727.41 | 176.38 | 4.01 | 4.70 | 0.69"
2023-24,General,170,Rattan India,"8,242.91",8975.78,732.88,3319.58,"Rattan India | 8,242.91 | 8,975.78 | 732.88 | 3,319.58 | 3,257.13 | -62.45 | 4.03 | 3.63 | -0.40"
2023-24,General,170,Sai Wardha,"1,551.61",1967.5,415.89,748.53,"Sai Wardha | 1,551.61 | 1,967.50 | 415.89 | 748.53 | 836.77 | 88.25 | 4.82 | 4.25 | -0.57"
2023-24,General,170,Subhansari Hydro,774.75,-774.75,348.64,-348.64,Subhansari Hydro | 774.75 | -774.75 | 348.64 | -348.64 | 4.50 | -4.50
2023-24,General,170,Renewable Power,"30,767.78",19781.58,-10986.19,13810.36,"Renewable Power | 30,767.78 | 19,781.58 | -10,986.19 | 13,810.36 | 8,697.32 | -4,483.05 | 4.28 | 4.40 | 0.11"
2023-24,General,170,PGCIL Charges,,3845.01,3539.07,-305.94,"PGCIL Charges | 3,845.01 | 3,539.07 | -305.94"
2023-24,General,170,FBSM/DSM,,-1967.0,-1967.0,-272.44,"FBSM/DSM | -1,967.00 | -1,967.00 | -272.44 | -272.44 | 1.39 | 1.39"
2023-24,General,170,MPEB,,10.68,10.68,8.5,MPEB | 10.68 | 10.68 | 8.50 | 8.50 | 7.96 | 7.96
2023-24,General,170,Short Term Power Purchase,,7724.53,7724.53,4357.31,"Short Term Power Purchase | 7,724.53 | 7,724.53 | 4,357.31 | 4,357.31 | 5.64 | 5.64"
2023-24,General,170,Other,,-1.56,-1.56,,Other | -1.56 | -1.56
2023-24,General,170,Total Power Purchase,"146,380.37",166970.4,20590.02,72645.25,"Total Power Purchase | 146,380.37 | 166,970.40 | 20,590.02 | 72,645.25 | 84,867.33 | 12,222.08 | 4.96 | 5.08 | 0.12"
2023-24,General,173,NTPC,"27,474.68",11224.71,4.09,39003.97,"NTPC | 27,474.68 | 11,224.71 | 4.09 | 39,003.97 | 16,294.57 | 4.18 | 39,003.97 | 16,294.57 | 4.18"
2023-24,General,173,NPCIL,"4,372.41",1389.4,3.18,5226.91,"NPCIL | 4,372.41 | 1,389.40 | 3.18 | 5,226.91 | 1,969.50 | 3.77 | 5,226.91 | 1,969.50 | 3.77"
2023-24,General,174,JSW,,164.67,1831.05,926.0,"JSW | 164.67 | 1,831.05 | 926 | 5.06 | 1,831.05 | 926.00 | 5.06"
2023-24,General,174,CGPL,"1,518.07",1189.97,7.84,4404.53,"CGPL | 1,518.07 | 1,189.97 | 7.84 | 4,404.53 | 2,206.49 | 5.01 | 4,404.53 | 2,206.49 | 5.01"
2023-24,General,174,Adani Power,"10,750.55",6811.56,6.34,20095.74,"Adani Power | 10,750.55 | 6,811.56 | 6.34 | 20,095.74 | 11,401.89 | 5.67 | 20,095.74 | 11,401.89 | 5.67"
2023-24,General,174,EMCO Power,"1,373.82",551.03,4.01,1548.97,"EMCO Power | 1,373.82 | 551.03 | 4.01 | 1,548.97 | 727.41 | 4.70 | 1,548.97 | 727.41 | 4.70"
2023-24,General,174,Rattan India,"8,242.91",3319.58,4.03,8975.78,"Rattan India | 8,242.91 | 3,319.58 | 4.03 | 8,975.78 | 3,257.13 | 3.63 | 8,975.78 | 3,257.13 | 3.63"
2023-24,General,174,Sai Wardha,"1,551.61",748.53,4.82,1967.5,"Sai Wardha | 1,551.61 | 748.53 | 4.82 | 1,967.50 | 836.77 | 4.25 | 1,967.50 | 836.77 | 4.25"
2023-24,General,176,KAPP 1 & 2,"1,123.65",420.36,3.74,1123.65,"KAPP 1 & 2 | 1,123.65 | 420.36 | 3.74 | 1,123.65 | 420.36 | 3.74"
2023-24,General,176,KAPP 3 & 4,"1,143.78",503.26,4.4,1143.78,"KAPP 3 & 4 | 1,143.78 | 503.26 | 4.40 | 1,143.78 | 503.26 | 4.40"
2023-24,General,176,TAPP 1&2,-11.50,0.11,-0.09,-11.5,TAPP 1&2 | -11.50 | 0.11 | -0.09 | -11.50 | 0.11 | -0.09
2023-24,General,176,TAPP 3&4,"2,970.97",1045.77,3.52,2970.97,"TAPP 3&4 | 2,970.97 | 1,045.77 | 3.52 | 2,970.97 | 1,045.77 | 3.52"
2023-24,General,176,SSP,921.69,188.95,2.05,921.69,SSP | 921.69 | 188.95 | 2.05 | 921.69 | 188.95 | 2.05
2023-24,General,176,Pench,122.35,25.08,2.05,122.35,Pench | 122.35 | 25.08 | 2.05 | 122.35 | 25.08 | 2.05
2023-24,General,176,Dodson II,23.47,19.01,8.1,23.47,Dodson II | 23.47 | 19.01 | 8.10 | 23.47 | 19.01 | 8.10
2023-24,General,176,Renewable - non-Solar,"10,773.89",5484.3,5.09,10773.89,"Renewable - non-Solar | 10,773.89 | 5,484.30 | 5.09 | 10,773.89 | 5,484.30 | 5.09"
2023-24,General,176,Renewable - Solar,"9,007.69",3213.02,3.57,9007.69,"Renewable - Solar | 9,007.69 | 3,213.02 | 3.57 | 9,007.69 | 3,213.02 | 3.57"
2023-24,General,176,Hydro (Ghatghar),"3,290.00",734.98,2.23,3290.0,"Hydro (Ghatghar) | 3,290.00 | 734.98 | 2.23 | 3,290.00 | 734.98 | 2.23"
2023-24,General,176,Bhusawal - 3,900.12,547.94,6.09,900.12,Bhusawal - 3 | 900.12 | 547.94 | 6.09 | 900.12 | 547.94 | 6.09
2023-24,General,176,Bhusawal - 4,"3,059.62",1652.74,5.4,3059.62,"Bhusawal - 4 | 3,059.62 | 1,652.74 | 5.40 | 3,059.62 | 1,652.74 | 5.40"
2023-24,General,176,Bhusawal - 5,"3,059.62",1652.74,5.4,3059.62,"Bhusawal - 5 | 3,059.62 | 1,652.74 | 5.40 | 3,059.62 | 1,652.74 | 5.40"
2023-24,General,176,Khaparkheda - 1 to 4,"4,169.11",2018.43,4.84,4169.11,"Khaparkheda - 1 to 4 | 4,169.11 | 2,018.43 | 4.84 | 4,169.11 | 2,018.43 | 4.84"
2023-24,General,176,Khaparkheda - 5,"3,365.22",1595.29,4.74,3365.22,"Khaparkheda - 5 | 3,365.22 | 1,595.29 | 4.74 | 3,365.22 | 1,595.29 | 4.74"
2023-24,General,176,"Nashik- 3,4 & 5","2,294.19",1495.84,6.52,2294.19,"Nashik- 3,4 & 5 | 2,294.19 | 1,495.84 | 6.52 | 2,294.19 | 1,495.84 | 6.52"
2023-24,General,176,Chandrapur - 3 to 7,"8,107.42",4042.36,4.99,8107.42,"Chandrapur - 3 to 7 | 8,107.42 | 4,042.36 | 4.99 | 8,107.42 | 4,042.36 | 4.99"
2023-24,General,176,Paras - 3,"1,616.74",769.71,4.76,1616.74,"Paras - 3 | 1,616.74 | 769.71 | 4.76 | 1,616.74 | 769.71 | 4.76"
2023-24,General,176,Paras - 4,"1,616.74",769.71,4.76,1616.74,"Paras - 4 | 1,616.74 | 769.71 | 4.76 | 1,616.74 | 769.71 | 4.76"
2023-24,General,176,Parli - 6,"1,241.20",905.56,7.3,1241.2,"Parli - 6 | 1,241.20 | 905.56 | 7.30 | 1,241.20 | 905.56 | 7.30"
2023-24,General,176,Parli - 7,"1,241.20",905.56,7.3,1241.2,"Parli - 7 | 1,241.20 | 905.56 | 7.30 | 1,241.20 | 905.56 | 7.30"
2023-24,General,176,Koradi - 6,"1,232.44",676.16,5.49,1232.44,"Koradi - 6 | 1,232.44 | 676.16 | 5.49 | 1,232.44 | 676.16 | 5.49"
2023-24,General,176,GTPS Uran,"1,724.34",1154.19,6.69,1724.34,"GTPS Uran | 1,724.34 | 1,154.19 | 6.69 | 1,724.34 | 1,154.19 | 6.69"
2023-24,General,176,Parli Replacement U 8,"1,136.16",940.71,8.28,1136.16,"Parli Replacement U 8 | 1,136.16 | 940.71 | 8.28 | 1,136.16 | 940.71 | 8.28"
2023-24,General,176,Chandrapur - 8,"3,387.08",1741.02,5.14,3387.08,"Chandrapur - 8 | 3,387.08 | 1,741.02 | 5.14 | 3,387.08 | 1,741.02 | 5.14"
2023-24,General,177,Chandrapur - 9,"3,387.08",1741.02,5.14,3387.08,"Chandrapur - 9 | 3,387.08 | 1,741.02 | 5.14 | 3,387.08 | 1,741.02 | 5.14"
2023-24,General,177,Koradi R U-8,"3,642.28",1766.28,4.85,3642.28,"Koradi R U-8 | 3,642.28 | 1,766.28 | 4.85 | 3,642.28 | 1,766.28 | 4.85"
2023-24,General,177,Koradi 9,"3,642.28",1766.28,4.85,3642.28,"Koradi 9 | 3,642.28 | 1,766.28 | 4.85 | 3,642.28 | 1,766.28 | 4.85"
2023-24,General,177,Koradi10,"3,642.28",1766.28,4.85,3642.28,"Koradi10 | 3,642.28 | 1,766.28 | 4.85 | 3,642.28 | 1,766.28 | 4.85"
2023-24,General,177,IEPL,"1,391.66",467.32,3.36,1391.66,"IEPL | 1,391.66 | 467.32 | 3.36 | 1,391.66 | 467.32 | 3.36"
2023-24,General,177,KSTPS,"4,844.53",1184.04,2.44,4844.53,"KSTPS | 4,844.53 | 1,184.04 | 2.44 | 4,844.53 | 1,184.04 | 2.44"
2023-24,General,177,KSTPS III,"1,027.25",276.39,2.69,1027.25,"KSTPS III | 1,027.25 | 276.39 | 2.69 | 1,027.25 | 276.39 | 2.69"
2023-24,General,177,VSTP I,"3,177.36",835.27,2.63,3177.36,"VSTP I | 3,177.36 | 835.27 | 2.63 | 3,177.36 | 835.27 | 2.63"
2023-24,General,177,VSTP II,"2,629.69",640.07,2.43,2629.69,"VSTP II | 2,629.69 | 640.07 | 2.43 | 2,629.69 | 640.07 | 2.43"
2023-24,General,177,VSTP III,"2,295.25",581.84,2.53,2295.25,"VSTP III | 2,295.25 | 581.84 | 2.53 | 2,295.25 | 581.84 | 2.53"
2023-24,General,177,VSTP IV,"2,263.02",1128.6,4.99,2263.02,"VSTP IV | 2,263.02 | 1,128.60 | 4.99 | 2,263.02 | 1,128.60 | 4.99"
2023-24,General,177,VSTP V,"1,221.56",505.72,4.14,1221.56,"VSTP V | 1,221.56 | 505.72 | 4.14 | 1,221.56 | 505.72 | 4.14"
2023-24,General,177,Kawas,55.26,220.65,39.93,55.26,Kawas | 55.26 | 220.65 | 39.93 | 55.26 | 220.65 | 39.93
2023-24,General,177,Gandhar,58.93,226.48,38.43,58.93,Gandhar | 58.93 | 226.48 | 38.43 | 58.93 | 226.48 | 38.43
2023-24,General,177,KhSTPS-II,"1,143.77",450.59,3.94,1143.77,"KhSTPS-II | 1,143.77 | 450.59 | 3.94 | 1,143.77 | 450.59 | 3.94"
2023-24,General,177,SIPAT TPS 2,"2,175.31",595.1,2.74,2175.31,"SIPAT TPS 2 | 2,175.31 | 595.10 | 2.74 | 2,175.31 | 595.10 | 2.74"
2023-24,General,177,SIPAT TPS 1,"4,063.38",1237.45,3.05,4063.38,"SIPAT TPS 1 | 4,063.38 | 1,237.45 | 3.05 | 4,063.38 | 1,237.45 | 3.05"
2023-24,General,177,Mauda I,"2,932.49",1556.44,5.31,2932.49,"Mauda I | 2,932.49 | 1,556.44 | 5.31 | 2,932.49 | 1,556.44 | 5.31"
2023-24,General,177,Mauda II,"3,558.85",1916.67,5.39,3558.85,"Mauda II | 3,558.85 | 1,916.67 | 5.39 | 3,558.85 | 1,916.67 | 5.39"
2023-24,General,177,NTPC Solapur 2,"4,159.40",3328.81,8.0,4159.4,"NTPC Solapur 2 | 4,159.40 | 3,328.81 | 8.00 | 4,159.40 | 3,328.81 | 8.00"
2023-24,General,177,Lara,"2,053.84",725.69,3.53,2053.84,"Lara | 2,053.84 | 725.69 | 3.53 | 2,053.84 | 725.69 | 3.53"
2023-24,General,177,Gadarwara,725.59,444.93,6.13,725.59,Gadarwara | 725.59 | 444.93 | 6.13 | 725.59 | 444.93 | 6.13
2023-24,General,177,Khargone,618.50,442.15,7.15,618.5,Khargone | 618.50 | 442.15 | 7.15 | 618.50 | 442.15 | 7.15
2023-24,General,177,RRAS (Thermal),,-0.87,-0.87,,RRAS (Thermal) | -0.87 | -0.87
2023-24,General,177,RRAS (Gas),,-1.45,-1.45,,RRAS (Gas) | -1.45 | -1.45
2023-24,General,177,NTPC NVVNL Coal,151.84,66.01,4.35,151.84,NTPC NVVNL Coal | 151.84 | 66.01 | 4.35 | 151.84 | 66.01 | 4.35
2023-24,General,177,RGPPL,,1510.16,1510.16,,"RGPPL | 1,510.16 | 1,510.16"
2023-24,General,177,MPEB,10.68,8.5,7.96,10.68,MPEB | 10.68 | 8.50 | 7.96 | 10.68 | 8.50 | 7.96
2023-24,General,177,JSW,"1,831.05",926.0,5.06,1831.05,"JSW | 1,831.05 | 926.00 | 5.06 | 1,831.05 | 926.00 | 5.06"
2023-24,General,177,CGPL,"4,404.53",2206.49,5.01,4404.53,"CGPL | 4,404.53 | 2,206.49 | 5.01 | 4,404.53 | 2,206.49 | 5.01"
2023-24,General,177,APML 125 MW,588.52,379.3,6.44,588.52,APML 125 MW | 588.52 | 379.30 | 6.44 | 588.52 | 379.30 | 6.44
2023-24,General,177,APML 1320 MW,"8,990.59",4753.37,5.29,8990.59,"APML 1320 MW | 8,990.59 | 4,753.37 | 5.29 | 8,990.59 | 4,753.37 | 5.29"
2023-24,General,177,APML 1200 MW,"9,052.58",5310.76,5.87,9052.58,"APML 1200 MW | 9,052.58 | 5,310.76 | 5.87 | 9,052.58 | 5,310.76 | 5.87"
2023-24,General,177,APML 440 MW,"1,464.05",958.46,6.55,1464.05,"APML 440 MW | 1,464.05 | 958.46 | 6.55 | 1,464.05 | 958.46 | 6.55"
2023-24,General,177,EMCO Power,"1,548.97",727.41,4.7,1548.97,"EMCO Power | 1,548.97 | 727.41 | 4.70 | 1,548.97 | 727.41 | 4.70"
2023-24,General,177,RIPL 450 MW,"3,365.92",1221.42,3.63,3365.92,"RIPL 450 MW | 3,365.92 | 1,221.42 | 3.63 | 3,365.92 | 1,221.42 | 3.63"
2023-24,General,177,RIPL 750 MW,"5,609.86",2035.71,3.63,5609.86,"RIPL 750 MW | 5,609.86 | 2,035.71 | 3.63 | 5,609.86 | 2,035.71 | 3.63"
2023-24,General,177,Sai Wardha,"1,967.50",836.77,4.25,1967.5,"Sai Wardha | 1,967.50 | 836.77 | 4.25 | 1,967.50 | 836.77 | 4.25"
2023-24,General,177,Short Term,"7,724.53",4357.31,5.64,7724.53,"Short Term | 7,724.53 | 4,357.31 | 5.64 | 7,724.53 | 4,357.31 | 5.64"
2023-24,General,178,DSM,"-1,967.00",-272.44,1.39,-1967.0,"DSM | -1,967.00 | -272.44 | 1.39 | -1,967.00 | -272.44 | 1.39"
2023-24,General,178,Others,,-1.56,-1.56,,Others | -1.56 | -1.56
2023-24,General,178,PGCIL Charges,,3539.07,3539.07,,"PGCIL Charges | 3,539.07 | 3,539.07"
2023-24,General,178,Total Power purchase,"1,66,970.40",84867.33,5.08,166970.4,"Total Power purchase | 1,66,970.40 | 84,867.33 | 5.08 | 1,66,970.40 | 84,867.33 | 5.08"
2023-24,General,229,Opening balance for Provision for bad and doubtful debts,0.00,1395.02,210.88,1780.64,"Opening balance for Provision for bad and doubtful debts | 0.00 | 1,395.02 | 210.88 | 1,780.64"
2023-24,General,229,Receivables for the year,"48,701.59",86100.65,48701.59,101881.75,"Receivables for the year | 48,701.59 | 86,100.65 | 48,701.59 | 1,01,881.75"
2023-24,General,229,Provision for bad and doubtful debts during the year,730.52,1291.51,730.52,1528.23,"Provision for bad and doubtful debts during the year | 730.52 | 1,291.51 | 730.52 | 1,528.23"
2023-24,General,229,Actual bad and doubtful debts written off,"1,059.63",905.88,1111.06,983.71,"Actual bad and doubtful debts written off | 1,059.63 | 905.88 | 1,111.06 | 983.71"
2023-24,General,229,Closing balance for Provision for bad and doubtful debts,0.00,1780.64,0.0,2325.16,"Closing balance for Provision for bad and doubtful debts | 0.00 | 1,780.64 | 0.00 | 2,325.16"
2023-24,General,240,Additional Surcharge Refund,180.00,163.82,163.82,180.0,Additional Surcharge Refund | 180.00 | 163.82 | 163.82 | 180.00 | 168.13 | 168.13
2023-24,LT_Residential,255,Revenue from Sale of Power,"1,00,328.63",93201.33,106990.0,113373.15,"Revenue from Sale of Power | 1,00,328.63 | 93,201.33 | 1,06,990.00 | 1,13,373.15"
2023-24,LT_Residential,255,LT-I BPL & Domestic,,18838.56,23127.74,,"LT-I BPL & Domestic | 18,838.56 | 23,127.74"
2023-24,LT_Residential,255,LT II Commercial,,7365.98,8801.03,,"LT II Commercial | 7,365.98 | 8,801.03"
2023-24,LT_Residential,255,LT III PWW,,463.7,585.07,,LT III PWW | 463.70 | 585.07
2023-24,LT_Residential,255,LT IV Agriculture,,12843.72,18475.02,,"LT IV Agriculture | 12,843.72 | 18,475.02"
2023-24,LT_Residential,255,LT V Industrial,,7964.14,9125.82,,"LT V Industrial | 7,964.14 | 9,125.82"
2023-24,LT_Residential,255,LT-IV(A) - Grampanchayat Street Light,,857.51,986.99,,LT-IV(A) - Grampanchayat Street Light | 857.51 | 986.99
2023-24,LT_Residential,255,LT VII -(B)Temporary Others,,0.0,0.0,,LT VII -(B)Temporary Others | 0.00 | 0.00
2023-24,LT_Residential,255,LT X -(A)Public Service,,661.87,833.97,,LT X -(A)Public Service | 661.87 | 833.97
2023-24,LT_Residential,255,LT XI Charging Station,,1.64,7.39,,LT XI Charging Station | 1.64 | 7.39
2023-24,LT_Residential,255,HT II Commercial,,2685.61,3135.06,,"HT II Commercial | 2,685.61 | 3,135.06"
2023-24,LT_Residential,255,HT I Industrial,,33268.42,38239.04,,"HT I Industrial | 33,268.42 | 38,239.04"
2023-24,LT_Residential,255,HT III Railway Traction,,118.42,173.38,,HT III Railway Traction | 118.42 | 173.38
2023-24,General,259,Income from Open Access Charges,216.69,157.17,214.76,270.85,Income from Open Access Charges | 216.69 | 157.17 | 214.76 | 270.85
2023-24,General,259,F.C.A Charges Open Access,,,0.22,,F.C.A Charges Open Access | 0.22 | (0.04)
2023-24,General,259,Additional Charges Open Access,,0.41,0.44,,Additional Charges Open Access | 0.41 | 0.44
2023-24,General,259,Cross Subsidy Surcharge Open Access,,77.71,102.29,,Cross Subsidy Surcharge Open Access | 77.71 | 102.29
2023-24,General,259,Wheeling Charge Open Access,,117.56,175.54,,Wheeling Charge Open Access | 117.56 | 175.54
2023-24,General,259,Transmission Charge Open Access,,0.0,0.0,,Transmission Charge Open Access | 0.00 | 0.00
2023-24,General,259,Operating Charges Open Access,,20.04,26.84,,Operating Charges Open Access | 20.04 | 26.84
2023-24,General,259,Additional Surcharge Open Access,,1.32,0.0,,Additional Surcharge Open Access | 1.32 | 0.00
2023-24,General,259,Threshold penalty Open Access,,0.72,1.09,,Threshold penalty Open Access | 0.72 | 1.09
2023-24,General,259,Penal Charges Open Access,,0.08,0.0,,Penal Charges Open Access | 0.08 | 0.00
2023-24,General,259,Income from Open Access Charges,,157.17,270.85,,Income from Open Access Charges | 157.17 | 270.85
2023-24,General,264,Power Purchase Expenses,"69,050.90",83935.75,83935.75,14884.85,"Power Purchase Expenses | 69,050.90 | 83,935.75 | 83,935.75 | 14,884.85"
2023-24,General,264,Operation and Maintenance Expenses,"7,845.63",7905.78,7905.78,60.15,"Operation and Maintenance Expenses | 7,845.63 | 7,905.78 | 7,905.78 | 60.15"
2023-24,General,264,Depreciation Expenses,"2,688.58",2769.53,2719.47,30.89,"Depreciation Expenses | 2,688.58 | 2,769.53 | 2,719.47 | 30.89"
2023-24,General,264,Interest on Loan Capital,948.70,888.76,890.9,,Interest on Loan Capital | 948.70 | 888.76 | 890.90 | (57.80)
2023-24,General,264,Interest on Working Capital,123.98,115.18,112.17,,Interest on Working Capital | 123.98 | 115.18 | 112.17 | (11.81)
2023-24,General,264,Interest on Consumers Security Deposit,404.44,448.02,448.02,43.58,Interest on Consumers Security Deposit | 404.44 | 448.02 | 448.02 | 43.58
2023-24,General,264,Other Finance Charges,0.00,49.79,49.79,49.79,Other Finance Charges | 0.00 | 49.79 | 49.79 | 49.79
2023-24,General,264,Provision for bad and doubtful debts,730.52,905.88,753.83,23.31,Provision for bad and doubtful debts | 730.52 | 905.88 | 753.83 | 23.31
2023-24,General,264,Other Expenses,57.97,252.07,250.66,192.69,Other Expenses | 57.97 | 252.07 | 250.66 | 192.69
2023-24,General,264,Income Tax,0.00,0.0,0.0,0.0,Income Tax | 0.00 | 0.00 | 0.00 | 0.00
2023-24,General,264,Intra-State Transmission Charges MSLDC charge,"5,915.07",6067.35,6067.35,152.28,"Intra-State Transmission Charges MSLDC charge | 5,915.07 | 6,067.35 | 6,067.35 | 152.28"
2023-24,General,264,Incentives/Discounts,367.37,477.37,477.37,110.0,Incentives/Discounts | 367.37 | 477.37 | 477.37 | 110.00
2023-24,General,264,Contribution to Contingency Reserves,0.00,96.11,96.11,96.11,Contribution to Contingency Reserves | 0.00 | 96.11 | 96.11 | 96.11
